Country,Date,Confirmed,Recovered,Deaths,Classification,Total_Population,Population Density_in_km2,Healthcare_System_Rank,Coastal,Median_age
Afghanistan,3/28/2020,110,2,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/18/2020,22,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/28/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/7/2020,423,18,14,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/30/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/4/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/30/2020,170,2,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/16/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/27/2020,110,2,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/19/2020,22,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/29/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/13/2020,7,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/26/2020,94,2,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/23/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/9/2020,4,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/2/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/20/2020,24,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/18/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/24/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/24/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/11/2020,7,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/1/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/3/2020,281,10,6,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/3/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/17/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/29/2020,120,2,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/31/2020,174,5,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/10/2020,5,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/14/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/25/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/5/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/15/2020,16,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/27/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/16/2020,21,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/7/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/25/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/21/2020,24,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/2/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/2/2020,273,10,6,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/9/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/6/2020,367,18,11,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/3/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/24/2020,74,1,1,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/13/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/8/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/11/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/22/2020,40,1,1,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/29/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/1/2020,237,5,4,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/8/2020,4,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/12/2020,7,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/23/2020,40,1,1,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/10/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/14/2020,11,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/1/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/23/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/22/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/25/2020,84,2,2,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/15/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/20/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/12/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/7/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/6/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/19/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/26/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/28/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/4/2020,299,10,7,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/31/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/26/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/17/2020,22,1,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,4/5/2020,349,15,7,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/5/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/27/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,3/6/2020,1,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/21/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,2/4/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Afghanistan,1/22/2020,0,0,0,Underdeveloped,38928346,60,173,N,18.4
Albania,2/28/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/5/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/30/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/15/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/16/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/10/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/27/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/17/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/18/2020,59,0,2,Developing,2877797,100,55,Y,36.4
Albania,3/6/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/23/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/20/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,4/2/2020,277,76,16,Developing,2877797,100,55,Y,36.4
Albania,1/28/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/24/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/11/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/2/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/29/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/11/2020,12,0,1,Developing,2877797,100,55,Y,36.4
Albania,2/7/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/22/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/12/2020,23,0,1,Developing,2877797,100,55,Y,36.4
Albania,2/26/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/21/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/10/2020,10,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/29/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/31/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/22/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/14/2020,38,0,1,Developing,2877797,100,55,Y,36.4
Albania,4/7/2020,383,131,22,Developing,2877797,100,55,Y,36.4
Albania,3/1/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/26/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/15/2020,42,0,1,Developing,2877797,100,55,Y,36.4
Albania,3/19/2020,64,0,2,Developing,2877797,100,55,Y,36.4
Albania,2/9/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/14/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/6/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/8/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/13/2020,33,0,1,Developing,2877797,100,55,Y,36.4
Albania,4/1/2020,259,67,15,Developing,2877797,100,55,Y,36.4
Albania,4/3/2020,304,89,17,Developing,2877797,100,55,Y,36.4
Albania,1/23/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/24/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/5/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/3/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/27/2020,186,31,8,Developing,2877797,100,55,Y,36.4
Albania,3/7/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,1/25/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/16/2020,51,0,1,Developing,2877797,100,55,Y,36.4
Albania,2/4/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/3/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/18/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/25/2020,146,17,5,Developing,2877797,100,55,Y,36.4
Albania,3/24/2020,123,10,5,Developing,2877797,100,55,Y,36.4
Albania,4/4/2020,333,99,20,Developing,2877797,100,55,Y,36.4
Albania,4/5/2020,361,104,20,Developing,2877797,100,55,Y,36.4
Albania,3/4/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/19/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/30/2020,223,44,11,Developing,2877797,100,55,Y,36.4
Albania,2/25/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/26/2020,174,17,6,Developing,2877797,100,55,Y,36.4
Albania,3/21/2020,76,2,2,Developing,2877797,100,55,Y,36.4
Albania,2/1/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,4/6/2020,377,116,21,Developing,2877797,100,55,Y,36.4
Albania,2/27/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/12/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/31/2020,243,52,15,Developing,2877797,100,55,Y,36.4
Albania,3/22/2020,89,2,2,Developing,2877797,100,55,Y,36.4
Albania,3/28/2020,197,31,10,Developing,2877797,100,55,Y,36.4
Albania,3/9/2020,2,0,0,Developing,2877797,100,55,Y,36.4
Albania,2/13/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/23/2020,104,2,4,Developing,2877797,100,55,Y,36.4
Albania,3/17/2020,55,0,1,Developing,2877797,100,55,Y,36.4
Albania,3/29/2020,212,33,10,Developing,2877797,100,55,Y,36.4
Albania,3/20/2020,70,0,2,Developing,2877797,100,55,Y,36.4
Albania,3/2/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Albania,3/8/2020,0,0,0,Developing,2877797,100,55,Y,36.4
Algeria,1/29/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/27/2020,409,29,26,Developing,43851044,18,81,Y,27.5
Algeria,2/2/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,1/24/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/20/2020,90,32,11,Developing,43851044,18,81,Y,27.5
Algeria,2/5/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/25/2020,302,65,21,Developing,43851044,18,81,Y,27.5
Algeria,3/3/2020,5,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/11/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/19/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/31/2020,716,46,44,Developing,43851044,18,81,Y,27.5
Algeria,2/18/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/13/2020,26,8,2,Developing,43851044,18,81,Y,27.5
Algeria,2/23/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/30/2020,584,37,35,Developing,43851044,18,81,Y,27.5
Algeria,3/28/2020,454,31,29,Developing,43851044,18,81,Y,27.5
Algeria,2/16/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/5/2020,1320,90,152,Developing,43851044,18,81,Y,27.5
Algeria,3/29/2020,511,31,31,Developing,43851044,18,81,Y,27.5
Algeria,3/12/2020,24,8,1,Developing,43851044,18,81,Y,27.5
Algeria,3/19/2020,87,32,9,Developing,43851044,18,81,Y,27.5
Algeria,3/11/2020,20,0,0,Developing,43851044,18,81,Y,27.5
Algeria,1/22/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/21/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/1/2020,847,61,58,Developing,43851044,18,81,Y,27.5
Algeria,2/12/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/16/2020,54,12,4,Developing,43851044,18,81,Y,27.5
Algeria,2/17/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/27/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/21/2020,139,32,15,Developing,43851044,18,81,Y,27.5
Algeria,3/5/2020,12,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/26/2020,367,29,25,Developing,43851044,18,81,Y,27.5
Algeria,4/3/2020,1171,62,105,Developing,43851044,18,81,Y,27.5
Algeria,1/31/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/24/2020,264,24,19,Developing,43851044,18,81,Y,27.5
Algeria,2/3/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/10/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/8/2020,19,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/13/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/6/2020,1423,90,173,Developing,43851044,18,81,Y,27.5
Algeria,2/9/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/18/2020,74,12,7,Developing,43851044,18,81,Y,27.5
Algeria,2/6/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/9/2020,20,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/22/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/2/2020,986,61,86,Developing,43851044,18,81,Y,27.5
Algeria,2/25/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/20/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/15/2020,48,12,4,Developing,43851044,18,81,Y,27.5
Algeria,1/27/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/14/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/15/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,1/30/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,1/26/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/14/2020,37,12,3,Developing,43851044,18,81,Y,27.5
Algeria,2/26/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/7/2020,1468,113,193,Developing,43851044,18,81,Y,27.5
Algeria,3/6/2020,17,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/7/2020,17,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/2/2020,3,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/17/2020,60,12,4,Developing,43851044,18,81,Y,27.5
Algeria,2/29/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/22/2020,201,65,17,Developing,43851044,18,81,Y,27.5
Algeria,1/23/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/1/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/10/2020,20,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/24/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,4/4/2020,1251,90,130,Developing,43851044,18,81,Y,27.5
Algeria,2/4/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/8/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/28/2020,1,0,0,Developing,43851044,18,81,Y,27.5
Algeria,1/28/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/1/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/23/2020,230,65,17,Developing,43851044,18,81,Y,27.5
Algeria,1/25/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,2/7/2020,0,0,0,Developing,43851044,18,81,Y,27.5
Algeria,3/4/2020,12,0,0,Developing,43851044,18,81,Y,27.5
Andorra,3/4/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,2/15/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,1/31/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/22/2020,113,1,1,Developed,77265,165,4,N,44.9
Andorra,3/16/2020,2,1,0,Developed,77265,165,4,N,44.9
Andorra,3/9/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,3/18/2020,39,1,0,Developed,77265,165,4,N,44.9
Andorra,3/7/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,1/28/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/21/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/15/2020,1,1,0,Developed,77265,165,4,N,44.9
Andorra,1/27/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/11/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,2/1/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/24/2020,164,1,1,Developed,77265,165,4,N,44.9
Andorra,2/18/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/30/2020,370,10,8,Developed,77265,165,4,N,44.9
Andorra,2/20/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,4/4/2020,466,21,17,Developed,77265,165,4,N,44.9
Andorra,2/5/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/6/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,2/3/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/26/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/25/2020,188,1,1,Developed,77265,165,4,N,44.9
Andorra,3/27/2020,267,1,3,Developed,77265,165,4,N,44.9
Andorra,1/30/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/6/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/21/2020,88,1,0,Developed,77265,165,4,N,44.9
Andorra,4/1/2020,390,10,14,Developed,77265,165,4,N,44.9
Andorra,3/28/2020,308,1,3,Developed,77265,165,4,N,44.9
Andorra,4/3/2020,439,16,16,Developed,77265,165,4,N,44.9
Andorra,3/26/2020,224,1,3,Developed,77265,165,4,N,44.9
Andorra,2/22/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/10/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,3/3/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,2/2/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,4/5/2020,501,26,18,Developed,77265,165,4,N,44.9
Andorra,4/7/2020,545,39,22,Developed,77265,165,4,N,44.9
Andorra,2/13/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/1/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/13/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,4/6/2020,525,31,21,Developed,77265,165,4,N,44.9
Andorra,1/23/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/10/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/4/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/31/2020,376,10,12,Developed,77265,165,4,N,44.9
Andorra,4/2/2020,428,10,15,Developed,77265,165,4,N,44.9
Andorra,2/23/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/12/2020,1,1,0,Developed,77265,165,4,N,44.9
Andorra,2/14/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/2/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,2/12/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/17/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/24/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,1/29/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/16/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/19/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/29/2020,334,1,6,Developed,77265,165,4,N,44.9
Andorra,2/28/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/7/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/20/2020,75,1,0,Developed,77265,165,4,N,44.9
Andorra,3/8/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,3/23/2020,133,1,1,Developed,77265,165,4,N,44.9
Andorra,1/26/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/19/2020,53,1,0,Developed,77265,165,4,N,44.9
Andorra,2/27/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/5/2020,1,0,0,Developed,77265,165,4,N,44.9
Andorra,1/22/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/17/2020,39,1,0,Developed,77265,165,4,N,44.9
Andorra,2/25/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,3/14/2020,1,1,0,Developed,77265,165,4,N,44.9
Andorra,2/8/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/9/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,1/24/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/11/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,1/25/2020,0,0,0,Developed,77265,165,4,N,44.9
Andorra,2/29/2020,0,0,0,Developed,77265,165,4,N,44.9
Angola,1/24/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/3/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/30/2020,7,0,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,4/1/2020,8,1,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/21/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/4/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/28/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,1/28/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/9/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/31/2020,7,1,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,1/25/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,1/22/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,1/29/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/12/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/1/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,4/4/2020,10,2,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/27/2020,4,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/29/2020,7,0,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/19/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/22/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/16/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,4/2/2020,8,1,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/2/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/23/2020,3,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/16/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/23/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/10/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/5/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/3/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/17/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/13/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/25/2020,3,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/8/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/17/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/18/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/12/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/22/2020,2,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/28/2020,5,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/8/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/24/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/7/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/5/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/4/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/25/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/7/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/24/2020,3,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/6/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/21/2020,2,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/11/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/27/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/11/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/9/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,4/5/2020,14,2,2,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/10/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/14/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,1/26/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,2/26/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/6/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
Angola,3/15/2020,0,0,0,Underdeveloped,32866272,26,181,Y,16.7
